source,ref,field,error_type,message,span,snippet
"PYQ","c332ef8c-2c50-42c6-b17b-68eeaebc2872","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 183: …}-3)^{2}\right]$̲ \\ &=E\left[4(…"," \begin{aligned} Y &=2 X+3 \\ \operatorname{Var}[Y] &=E\left[(Y-\bar{Y})^{2}\right]\$ \\ E[Y] \&=\bar{Y}=2 \bar{X}+3 \\ \operatorname{Var}[Y] \&=E\left[(2 X+3-2 \bar{X}-3)^{2}\right]$ \\ &=E\left[4(X-\bar{X})^{2}\right]\$ \\ \&=4 \cdot E\left[(X-\bar{X})^{2}\right]$ \\ \sigma_{Y}^{2} &=4 \cdot \sigm","$\begin{aligned} Y &=2 X+3 \\ \operatorname{Var}[Y] &=E\left[(Y-\bar{Y})^{2}\right] \\ E[Y] &=\bar{Y}=2 \bar{X}+3 \\ \operatorname{Var}[Y] &=E\left[(2 X+3-2 \bar{X}-3)^{2}\right] \\ &=E\left[4(X-\bar{"
"PYQ","c4f9025b-f14d-436b-b673-7e600aabfea9","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 97: …2)+(x^2)+(y^2)]$̲k \\ \text{Dive…"," \begin{aligned} V(x,y,z) &=-(x \cos xy+y)i +(y \cos xy)j \\ & \times \$[\sin (z^2)+(x^2)+(y^2)]$k \\ \text{Divergence}&=\triangledown \cdot V \\ &=\frac{\partial V_x}{\partial x} +\frac{\partial V_y}{\partial y}+\frac{\partial V_z}{\partial z}\\ &=-\cos xy+x(\sin xy)y +\cos xy \\ &-y \sin (xy)x+2z ","$\begin{aligned} V(x,y,z) &=-(x \cos xy+y)i +(y \cos xy)j \\ & \times[\sin (z^2)+(x^2)+(y^2)]k \\ \text{Divergence}&=\triangledown \cdot V \\ &=\frac{\partial V_x}{\partial x} +\frac{\partial V_y}{\pa"
"PYQ","c536d6cb-84da-463a-a261-da835ba469ac","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: …  \frac{10}{s}}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …  \frac{10}{s}}","\;\;=\lim_{s \to  0}\frac{s \times  \frac{10}{s}}","Let the system is represnted as $\frac{Y(s)}{X(s)}=\frac{G(s)}{1+G(s)H(s)}$ $H(s)=1 (unity \; feedback)$ $Error=E(s)=\frac{X(s)}{1+G(s)}$ Steady state error for $X(s)=1/s, \; e_{ss}=0.1$ $e_{ss}=\lim_"
"PYQ","c53984b9-b9b9-4def-8cc0-2c5d9302a79b","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 235: …ft[X^{2}\right]$̲&=\int_{0}^{4} …"," \begin{aligned} E\left[X^{2}\right]\$&=\int_{0}^{4} x^{2} f_{X}(x) d x \\ &\qquad\left[\begin{array}{l} f_{X}(x)=y=m x+C=\frac{x}{8} \\ \frac{K \times  4}{2}=\text { Area }=1 \\ K=\frac{1}{2} \end{array}\right] \\ E\left[X^{2}\right]$&=\int_{0}^{4} x^{2}\left(\frac{x}{8}\right) d x=\left.\frac{x^{4","$\begin{aligned} E\left[X^{2}\right]&=\int_{0}^{4} x^{2} f_{X}(x) d x \\ &\qquad\left[\begin{array}{l} f_{X}(x)=y=m x+C=\frac{x}{8} \\ \frac{K \times 4}{2}=\text { Area }=1 \\ K=\frac{1}{2} \end{array"
"PYQ","c5611593-aa51-438f-877b-1fff4fe925ee","question_text","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 100: …\& X \to  .cX, $̲\\ X \rightarro…"," \begin{array}{l|l} X \rightarrow c.X, c∕d &X \to  c.X, \$\\ X \rightarrow .cX, c∕ d\& X \to  .cX, $\\ X \rightarrow .d, c∕ d & X \to  .d, \$ \end{array} ","Consider the following two sets of LR(1) items of an LR(1) grammar. $\begin{array}{l|l} X \rightarrow c.X, c∕d &X → c.X, \$\\ X \rightarrow .cX, c∕ d& X → .cX, \$\\ X \rightarrow .d, c∕ d & X → .d, \$"
"PYQ","c567f8e6-7c21-465f-bfd1-90b84e29e1e3","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 123: …rm{Ca}) \right]$̲ - \left[ 3\Del…","\Delta_{r} H^{\circ} = \left[ \Delta_{f} H^{\circ}(\mathrm{Al}_2\mathrm{O}_3) + 3\Delta_{f} H^{\circ}(\mathrm{Ca}) \right]$ - \left[ 3\Delta_{f} H^{\circ}(\mathrm{CaO}) + 2\Delta_{f} H^{\circ}(\mathrm{Al}) \right]","Determining the standard enthalpy change of a reaction relies on the principle that the total enthalpy is calculated by subtracting the sum of the enthalpies of formation of the reactants from the sum"
"PYQ","c5bc6c44-0ef6-417e-9c30-b6e4cecbf974","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 23: …mes  10^{-9} = $̲[\mathrm{Pb}^{2…","8.0 \times  10^{-9} = $[\mathrm{Pb}^{2+}]\","The common ion effect explains why the presence of $\mathrm{Pb}^{2+}$ ions from the complete dissociation of lead nitrate ($\mathrm{Pb(NO_3)_2}$) suppresses the solubility of lead iodide ($\mathrm{PbI"
"PYQ","c62fe7ac-dafb-4953-adb7-4f0bfc486cdb","explanation","Expected group as argument to '…'","KaTeX parse error: Expected group as argument to '\^' at position 50: … {\text{i}}^{\^}̲}","\;{ {\text{E}}}^{\to }=2 \times  { {\text{i}}^{\^}}","$\;{ {\text{E}}}↖{→}=2 × { {\text{i}}↖{\^}}$ $\;φ={ {\text{E}}}↖{→} ⋅ { {\text{A}}}↖{→}$ $\;φ_{\;\text{in }\;}=-4 × 4=-16 {\text{Nm}}^2 / {\text{c}}$ $\;φ_{\;\text{out }\;}=8 × 4=32 {\text{Nm}}^2 / {\"
"PYQ","c64d190f-ed08-462e-8a5d-ec8e1120927e","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 91: …thrm{Zn}^{2+}]}$̲}{[\mathrm{Cu}^…","E_{\text{cell}} = E_{\text{cell}}^{\circ} - \frac{0.059}{n} \log \frac{[\mathrm{Zn}^{2+}]}$}{[\mathrm{Cu}^{2+}]\${}","The Nernst equation allows us to determine the non-standard cell potential by adjusting the standard cell potential based on the actual concentrations of the reactants and products. For the reaction $"
"PYQ","c703d33b-9122-4455-8c73-4b5954de1db9","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: … \end{aligned}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: … \end{aligned} "," \begin{aligned} \begin{bmatrix} V_p\\ V_n\\ V_0 \end{bmatrix}&=\begin{bmatrix} 0.5 & 0 & 0\\ 0& 0.5 &0 \\ 0&0 &2 \end{bmatrix}\begin{bmatrix} I_p\\ I_n\\ I_o \end{bmatrix}\\ \text{where, } \begin{bmatrix} V_a\\ V_b\\ V_c \end{bmatrix}&=[Z]\begin{bmatrix} I_a\\ I_b\\ I_c \end{bmatrix}\;\;...(i)\\ \b","Here, $\begin{aligned} \begin{bmatrix} V_p\\ V_n\\ V_0 \end{bmatrix}&=\begin{bmatrix} 0.5 & 0 & 0\\ 0& 0.5 &0 \\ 0&0 &2 \end{bmatrix}\begin{bmatrix} I_p\\ I_n\\ I_o \end{bmatrix}\\ \text{where, } \beg"
"PYQ","c734d36e-5247-4515-b122-50f7fb5e5476","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: …rac{[L T^{-1}]}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …rac{[L T^{-1}]}","\;\frac{[L T^{-1}]}","Velocity gradient $=\;\frac{d v}{d x}$ $⇒$ Dimensions are $\;{[L T^{-1}]}/{[L]}=[T^{-1}]$Decay constant $λ$ has dimensions of $[T^{-1}]$ because of the relation $\;\frac{d N}{d t}=-λ N$ $⇒$ Velocity g"
"PYQ","c73fde1a-1c63-4ce3-8403-cd27decc1fb1","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 206: …}\right)\right]$̲-90^{\circ}\rig…"," \begin{aligned} \phi_{D} & = \pm(180+\phi) \\ \phi & =\Sigma \phi_{z}-\Sigma \phi_{p} \\ & =\left\{\left[180-\tan ^{-1}\left(\frac{1}{2}\right)\right]\$+\left[180-\tan ^{-1}\left(\frac{3}{2}\right)\right]$-90^{\circ}\right\} \\ \phi_{D} & = \pm 7^{\circ} \end{aligned} ","$\begin{aligned} \phi_{D} & = \pm(180+\phi) \\ \phi & =\Sigma \phi_{z}-\Sigma \phi_{p} \\ & =\left\{\left[180-\tan ^{-1}\left(\frac{1}{2}\right)\right]+\left[180-\tan ^{-1}\left(\frac{3}{2}\right)\rig"
"PYQ","c7d08138-2c63-4d76-b18f-4ec5c15dbae8","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 449: …d{array}\right]$̲ \\ =\left[\beg…"," \begin{array}{l} \phi(t)=L^{-1}[S I-A]^{-1} \\ =L^{-1}\left[\left[\begin{array}{ll} s & 0 \\ 0 & s \end{array}\right]-\left[\begin{array}{cc} 0 & 1 \\ -1 & 0 \end{array}\right]\right]^{-1}=L^{-1}\left[\begin{array}{cc} s & -1 \\ 1 & s \end{array}\right]^{-1} \\ =L^{-1}\left[\begin{array}{cc} \frac{","$\begin{array}{l} \phi(t)=L^{-1}[S I-A]^{-1} \\ =L^{-1}\left[\left[\begin{array}{ll} s & 0 \\ 0 & s \end{array}\right]-\left[\begin{array}{cc} 0 & 1 \\ -1 & 0 \end{array}\right]\right]^{-1}=L^{-1}\lef"
"PYQ","c7d708eb-57aa-4af3-9637-2a702d99da90","explanation","Undefined control sequence: \mu","KaTeX parse error: Undefined control sequence: \mu at position 17: … = 1000 \text{ \̲m̲u̲ ̲F}","C = 1000 \text{ \mu F}","The total impedance $Z$ in a series LCR circuit is calculated using the formula $Z = \sqrt{R^2 + (X_L - X_C)^2}$, where $X_L = \omega L$ and $X_C = \frac{1}{\omega C}$ are the inductive and capacitive"
"PYQ","c83ad475-a043-4df4-9887-56a2c22625c6","question_text","Unexpected end of input in a macro argument, expected '}' at end of input: -\frac{\Delta }","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: -\frac{\Delta }","-\frac{\Delta }","Observe the following reactions at $T(\mathrm{K})$. I. $A \rightarrow$ products. II. $5\mathrm{Br}^{-}(aq) + \mathrm{BrO}_3^{-}(aq) + 6\mathrm{H}^{+}(aq) \rightarrow 3\mathrm{Br}_2(aq) + 3\mathrm{H}_2"
"PYQ","c83ad475-a043-4df4-9887-56a2c22625c6","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 47: … \frac{\Delta }$̲[\mathrm{Br}^{-…","\text{Rate}_{II} = -\frac{1}{5} \frac{\Delta }$[\mathrm{Br}^{-}]\${}{\Delta t}","The rate of a chemical reaction is defined by the rate of change of concentration of reactants or products divided by their respective stoichiometric coefficients. For reaction II, the rate is given b"
"PYQ","c83ad475-a043-4df4-9887-56a2c22625c6","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: -\frac{\Delta }","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: -\frac{\Delta }","-\frac{\Delta }","The rate of a chemical reaction is defined by the rate of change of concentration of reactants or products divided by their respective stoichiometric coefficients. For reaction II, the rate is given b"
"PYQ","c8bf5864-de80-4aac-8cf5-a3e2653bb145","question_text","Got function '…' with no arguments as argument to '…'","KaTeX parse error: Got function '\smallint' with no arguments as argument to '\mathop' at position 9: \mathop \̲s̲m̲a̲l̲l̲i̲n̲t̲ ̲\nolimits_0^{10…","\mathop \smallint \nolimits_0^{10} ","Values of function y(x) at discrete values of x for 0 &le; x &le; 10 are given in table. Using trapezoidal rule, \(\mathop \smallint \nolimits_0^{10} \) y(x)dx = _______. [ round off to one decimal pl"
"PYQ","c8bf5864-de80-4aac-8cf5-a3e2653bb145","explanation","Got function '…' with no arguments as argument to '…'","KaTeX parse error: Got function '\smallint' with no arguments as argument to '\mathop' at position 9: \mathop \̲s̲m̲a̲l̲l̲i̲n̲t̲ ̲\nolimits_0^{10…","\mathop \smallint \nolimits_0^{10} ","Concept: Trapezoidal Rule : When the area under the curve is evaluated, then the total area is divided into small trapezoids instead of rectangles. It is given as \(\int_a^b {f(x)} \ dx \) &asymp; Tn "
"PYQ","c8bf5864-de80-4aac-8cf5-a3e2653bb145","explanation","Got function '…' with no arguments as argument to '…'","KaTeX parse error: Got function '\smallint' with no arguments as argument to '\mathop' at position 9: \mathop \̲s̲m̲a̲l̲l̲i̲n̲t̲ ̲\nolimits_0^{10…","\mathop \smallint \nolimits_0^{10} ","Concept: Trapezoidal Rule : When the area under the curve is evaluated, then the total area is divided into small trapezoids instead of rectangles. It is given as \(\int_a^b {f(x)} \ dx \) &asymp; Tn "
"PYQ","c8dce6db-58fe-49c0-8f3a-b75fe55c2723","question_text","Unexpected character: ''","KaTeX parse error: Unexpected character: '' at position 1: ̲rac{4}{3}","rac{4}{3}","The critical angle of a medium for a specific wavelength , if the medium has relative permittivity 3 and relative permeability $rac{4}{3}$ for this wavelength, will be :"
"PYQ","c97db616-f6ab-4fa1-8021-22f2e239e2ca","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 23: …\$[(sI-A)^{-1}]$̲x(0)=\begin{bma…"," L^{-1}\$[(sI-A)^{-1}]$x(0)=\begin{bmatrix} 1\\ 0 \end{bmatrix} ","$y(t)=\begin{bmatrix} 1 &0 \end{bmatrix}x(t)$ $x(t)=L^{-1}[(sI-A)^{-1}]x(0)+L^{-1}[(sI-A)^{-1}]BU(s)$ $L^{-1}[(sI-A)^{-1}]x(0)=\begin{bmatrix} 1\\ 0 \end{bmatrix}$ $L^{-1}[(sI-A)^{-1}]BU(s)=\begin{bma"
"PYQ","c97db616-f6ab-4fa1-8021-22f2e239e2ca","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 23: …\$[(sI-A)^{-1}]$̲BU(s)=\begin{bm…"," L^{-1}\$[(sI-A)^{-1}]$BU(s)=\begin{bmatrix} -0.25+0.5t+0.25e^{-2t}\\ 0.5-0.5e^{-2t} \end{bmatrix} ","$y(t)=\begin{bmatrix} 1 &0 \end{bmatrix}x(t)$ $x(t)=L^{-1}[(sI-A)^{-1}]x(0)+L^{-1}[(sI-A)^{-1}]BU(s)$ $L^{-1}[(sI-A)^{-1}]x(0)=\begin{bmatrix} 1\\ 0 \end{bmatrix}$ $L^{-1}[(sI-A)^{-1}]BU(s)=\begin{bma"
"PYQ","c9997522-fe64-4588-8a5f-87f8543f1cdf","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 217: …mega }} \right]$̲ \\ \text{For, …"," \begin{aligned} \text{Now, }H(z)&=\frac{1}{N}\left[ \frac{1-z^{-N}}{1-z^{-1}} \right]\$ \\ \text{Applying, }z \&=e^{j\omega } \\ H(e^{j\omega }) \&= \frac{1}{N}\left[ \frac{1-e^{-j\omega N}}{1-e^{-j\omega }} \right]$ \\ \text{For, } &\text{sinusoidal part of }x(n): \\ H(e^{j\omega _0 }) &= \frac{1}","$\begin{aligned} f_s&= 400Hz\\ x(t)&=2+5 \sin (100 \pi t) \\ t\rightarrow xT_s &=\frac{n}{f_s}=\frac{n}{400} \\ x(n)&=2+5 \sin \left ( 100 \pi\frac{n}{400} \right ) \\ &= 2+5 \sin \frac{\pi}{4}n\\ \te"
"PYQ","c9997522-fe64-4588-8a5f-87f8543f1cdf","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 131: …_{\omega =0}=1]$̲\\ &=1 \times  …"," \begin{aligned} y(n)&=\text{output}\\ &=H(e^{j0}) \times  \text{input dc value}\\ \$[\because \; \&H(e^{j\omega })_{\omega =0}=1]$\\ &=1 \times  2=2 \end{aligned} ","$\begin{aligned} f_s&= 400Hz\\ x(t)&=2+5 \sin (100 \pi t) \\ t\rightarrow xT_s &=\frac{n}{f_s}=\frac{n}{400} \\ x(n)&=2+5 \sin \left ( 100 \pi\frac{n}{400} \right ) \\ &= 2+5 \sin \frac{\pi}{4}n\\ \te"
"PYQ","c9a10e51-a54c-4b2b-af67-19423085f94b","explanation","Unexpected character: ''","KaTeX parse error: Unexpected character: '' at position 1: ̲rac{900}{6} = 1…","rac{900}{6} = 150","The number of integers divisible by a set of divisors is found using the principle of inclusion-exclusion applied to the total count of three-digit numbers. The set of three-digit numbers divisible by"
"PYQ","c9a10e51-a54c-4b2b-af67-19423085f94b","explanation","Unexpected character: ''","KaTeX parse error: Unexpected character: '' at position 1: ̲rac{900}{36} = …","rac{900}{36} = 25","The number of integers divisible by a set of divisors is found using the principle of inclusion-exclusion applied to the total count of three-digit numbers. The set of three-digit numbers divisible by"
"PYQ","c9f2d4e7-2f5a-493a-b304-ad15baaf3f0b","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 188: …e^{-j2w}\right]$̲\\ \end{aligned…"," \begin{aligned} y(n] &=5[x[n]-x[n-2]] \\ H(z) &=\frac{Y(z)}{X(z)}=5\left[1-z^{-2}\right]\$ \\ \text{But,}\quad z \&=e^{i \omega} \\ H\left(e^{j \omega}\right) \&=5\left[1-e^{-j2w}\right]$\\ \end{aligned} ","$\begin{aligned} y(n] &=5[x[n]-x[n-2]] \\ H(z) &=\frac{Y(z)}{X(z)}=5\left[1-z^{-2}\right] \\ \text{But,}\quad z &=e^{i \omega} \\ H\left(e^{j \omega}\right) &=5\left[1-e^{-j2w}\right]\\ \end{aligned}$"
"PYQ","cad8c5ff-1dd2-4ea3-8bfd-15c378812391","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 412: …ght)^{4}\right]$̲} \\ \Rightarro…"," \begin{aligned} \therefore \quad \frac{T}{I_{p}}&=\frac{\tau}{r} \\ \Rightarrow \quad \tau&=\frac{T}{Z_{p}}=\frac{T}{\frac{\pi\left(D^{4}-d^{4}\right)}{16 \times  D}}=\frac{16 T}{\frac{\pi}{D}\left(D^{4}-d^{4}\right)} \\ \Rightarrow \quad \tau&=\frac{16 T}{\pi D^{3}\left[1-\left(\frac{d}{D}\right)^","$\begin{aligned} \therefore \quad \frac{T}{I_{p}}&=\frac{\tau}{r} \\ \Rightarrow \quad \tau&=\frac{T}{Z_{p}}=\frac{T}{\frac{\pi\left(D^{4}-d^{4}\right)}{16 \times D}}=\frac{16 T}{\frac{\pi}{D}\left(D^"
"PYQ","cba6606f-0c3b-4405-8c0e-1a7bcf9a2414","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 624: …2}-0^{2}\right]$̲\right] \\ &=-\…"," \begin{aligned} V&=-\int_{B}^{A}(m x+c) d x \\ \text { At point } A: x&= 0, E=c=2 \times  10^{6} \vee / m =x 10^{-6}\\ \text { At point } B: x &=5 \times  10^{-6} \\ E &=4 \times  10^{6}=m \times  5 \times  10^{-6}+2 \times  10^{6} \\ m &=4 \times  10^{11}\\ -\int^{\Psi_{A}}_{\Psi_{B}} E \cdot d l&","E is linear from A to B and E=mx+C $\begin{aligned} V&=-\int_{B}^{A}(m x+c) d x \\ \text { At point } A: x&= 0, E=c=2 \times 10^{6} \vee / m =x 10^{-6}\\ \text { At point } B: x &=5 \times 10^{-6} \\ "
"PYQ","cbdd05c6-bd3d-412e-9944-875ce57101bd","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: … = \frac{[H^+]}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: … = \frac{[H^+]}","K_a = \frac{[H^+]}","The equilibrium of a weak acid is fundamentally defined by the acid dissociation constant, which relates the concentration of the dissociated ions to the remaining undissociated molecules. For a weak "
"PYQ","ccc2710d-d650-47ea-a838-b4db865ab5b9","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 19: …\mathrm{sp}} = $̲[\mathrm{Mg}^{2…","K_{\mathrm{sp}} = $[\mathrm{Mg}^{2+}]\","Precipitation of a sparingly soluble salt like magnesium hydroxide occurs the moment the ionic product in the solution reaches its solubility product constant, $K_{\mathrm{sp}}$. For the dissociation "
"PYQ","cd7297ff-1a0e-49e9-a31b-40d4c7a7bdc1","explanation","Unexpected end of input in a macro argument, expected '}' at end of input: …Q}{R^4} r_1^4]}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …Q}{R^4} r_1^4]}","\;E=\;\frac{1}{4 \pi  E_0} \;\frac{[\frac{Q}{R^4} r_1^4]}","Let us consider a spherical shell of thickness $d x$ and radius $x$. The volume of this spherical shell $=4 π r^2 d r$. The charge enclosed within shell $=\;\frac{Q_r}{π R^4} [4 π r^2 d r]$ The charge"
"PYQ","cfbef8b3-c333-4b68-9be6-2b6e5e12a3bd","explanation","Expected '…', got '}'","KaTeX parse error: Expected 'EOF', got '}' at position 23: …thrm{NO}_2}^{2}}̲{[\mathrm{NO}_3…"," p_{\mathrm{NO}_2}^{2}}{[\mathrm{NO}_3^{-}]^{2} ","To find the nitric acid concentration at which the two nitrate reduction pathways are thermodynamically equivalent, we equate the electrochemical potentials of the two corresponding half-cells. The fi"
"PYQ","d1625f46-84f6-4f24-94e9-d02381609912","explanation","Unexpected character: ''","KaTeX parse error: Unexpected character: '' at position 8: h(x) = ̲rac{9x-7}{17x-1…","h(x) = rac{9x-7}{17x-12}","Functional composition involves substituting one function into another, and the range on an interval is determined by the behavior of the resulting function. After substitution, the composite function"
"PYQ","d1625f46-84f6-4f24-94e9-d02381609912","explanation","Unexpected character: ''","KaTeX parse error: Unexpected character: '' at position 1: ̲rac{1}{29/56 - …","rac{1}{29/56 - 1/2} = 56","Functional composition involves substituting one function into another, and the range on an interval is determined by the behavior of the resulting function. After substitution, the composite function"
"PYQ","d26a637f-3201-43af-b666-4010f92d8d9d","explanation","Expected & or \\ or \cr or \end at end of input: … \end{aligned}","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: … \end{aligned} "," \begin{aligned} % \text{ air voids} (V_V)&=\frac{G_t-G_m}{G_t} \times  100\\ &=\frac{2.5-2.3}{2.3}\times  100\\ V_V&=8% \end{aligned} ","Given that, Coarse aggregate = 260 gms Fine aggregate = 240 gms $G_{CA}=2.6$ $G_{FA}=2.4$ Bulk specific gravity $G_m=2.3$ Percentage air voids in the mix = ? $G_t$ (Theoretical specific gravity) $\beg"
"PYQ","d366a96a-a507-419e-97b3-c16c18786fa6","explanation","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 301: …ght)^{2}\right]$̲ \\ &=49637 \ma…"," \begin{aligned} P_{1} A_{1} &=F_{x} \\ F_{x} &=\left(140 \times  10^{3}\right)\left[\frac{\pi}{4}\left(\frac{0.27}{\sqrt{\pi}}\right)^{2}\right]\$ \\ \&=2551.5 \mathrm{N}\\ F_{y} \&=P_{2} A_{2} \\ \&=\left(1.013 \times  10^{5}\right)\left[\frac{\pi}{4}\left(\frac{0.14}{\sqrt{\pi}}\right)^{2}\right]","$\begin{aligned} P_{1} A_{1} &=F_{x} \\ F_{x} &=\left(140 \times 10^{3}\right)\left[\frac{\pi}{4}\left(\frac{0.27}{\sqrt{\pi}}\right)^{2}\right] \\ &=2551.5 \mathrm{N}\\ F_{y} &=P_{2} A_{2} \\ &=\left"
